arg1_rel,arg2_rel,arg1,arg2,text,text_pl
Cause,Effect,e1,e2,The <e1>drugs</e1> cause <e2>unconsciousness</e2> and cardiac arrest separately.,<e1>leki</e1> powodują oddzielnie <e2>nieprzytomność</e2> i zatrzymanie akcji serca.
Entity,Destination,e1,e2,The <e1>consignment</e1> was brought into a <e2>port</e2> in Sagunto.,<e1>Przesyłka</e1> została wniesiona do <e2>portu</e2> w Sagunto.
Member,Collection,e1,e2,The three <e1>ship</e1> <e2>fleet</e2> of Columbus consisted of two ships known as caravels (Pinta and Nina) and a larger ship which served as Columbus's flag ship.,"Trzy <e1>statki</e1> <e2>flota</e2> Kolumba składały się z dwóch statków znanych jako karawele (Pinta i Nina) oraz większego statku, który służył jako okręt flagowy Kolumba."
Member,Collection,e2,e1,Thousands of drummers and dancers perform in the streets of Kandy accompanied by a <e1>parade</e1> of ornamented <e2>elephants</e2>.,Tysiące perkusistów i tancerzy występują na ulicach Kandy w towarzystwie <e1>parady</e1> ozdobionych <e2>słoni</e2>.
Message,Topic,e2,e1,This article lists people whose <e1>artwork</e1> has been featured on <e2>stamps</e2> of the United States.,"W tym artykule wymieniono osoby, których <e1>dzieło sztuki</e1> znalazło się na <e2>znaczkach</e2> w Stanach Zjednoczonych."
Instrument,Agency,e2,e1,Focusing on chronic dumping areas the <e1>group</e1> began enforcement action with surveillance <e2>cameras</e2> and day and night patrols.,"Skupiając się na chronicznych miejscach składowania odpadów, <e1>grupa</e1> rozpoczęła działania egzekucyjne za pomocą <e2>kamer</e2> oraz dziennych i nocnych patroli."
Product,Producer,e2,e1,The <e1>maker</e1> of <e2>additives</e2> for engine oils and industrial lubricants posted significantly higher profit in its last quarter despite continued volume declines.,"<e1>producent</e1> <e2>dodatków</e2> do olejów silnikowych i smarów przemysłowych odnotował znacznie wyższy zysk w ostatnim kwartale, pomimo ciągłych spadków wolumenu."
Other,Other,,,"This is an absorbing <e1>book</e1>, diminished by the choppy <e2>way</e2> Ackerman balances Antonina's account with the larger story of the Warsaw Holocaust.","Jest to wciągająca <e1>książka</e1>, pomniejszona <e2>w sposób chwiejny</e2> Ackerman równoważy relację Antoniny z większą opowieścią o warszawskim Holokauście."
Content,Container,e1,e2,"The credit card-sized <e1>reader</e1> sits in my <e2>wallet</e2>, so that I can carry it with myself wherever I go.","<e1>czytnik</e1> wielkości karty kredytowej znajduje się w moim <e2>portfelu</e2>, więc mogę go nosić przy sobie, gdziekolwiek się udam."
Component,Whole,e1,e2,The three <e1>fireplaces</e1> in the <e2>cottage</e2> are constructed of random stones with mortar joints raised and rounded.,Trzy <e1>kominki</e1> w <e2>domku</e2> są zbudowane z przypadkowych kamieni z uniesionymi i zaokrąglonymi spoinami zaprawy murarskiej.
Product,Producer,e1,e2,"When Guang Yang worked in a <e1>textile</e1> <e2>factory</e2> in her hometown of Beijing, she would sing to pass the time.","Kiedy Guang Yang pracowała w <e1>tekstylnej</e1> <e2>fabryce</e2> w swoim rodzinnym Pekinie, śpiewała dla zabicia czasu."
Member,Collection,e2,e1,"Bruce had fallen out of favour and Koro and Cleo settled into a more conventional relationship, producing another <e1>clutch</e1> of <e2>chicks</e2>.","Bruce wypadł z łask, a Koro i Cleo nawiązali bardziej konwencjonalny związek, tworząc kolejną <e1>pałkę</e1> <e2>piskląt</e2>."
Component,Whole,e2,e1,"Among the highlights were an epaulette <e1>shark</e1> that walks on its <e2>fins</e2>, a praying mantis-like shrimp and scores of reef-building corals.","Wśród głównych atrakcji był epolet <e1>rekin</e1>, który chodzi na swoich <e2>płetwach</e2>, modliszkowata krewetka przypominająca modliszkę i dziesiątki koralowców budujących rafę."
Cause,Effect,e1,e2,<e1>Electrolysis</e1> of the resulting mixture caused the <e2>reduction</e2> of the aluminum ions in the Al2O3.,<e1>Elektroliza</e1> powstałej mieszaniny spowodowała <e2>redukcję</e2> jonów glinu w Al2O3.
Entity,Destination,e1,e2,Governments and industries in nations around the world are pouring <e1>billions</e1> into <e2>nanotechnology</e2>.,Rządy i przemysł w krajach na całym świecie wlewają <e1>miliardy</e1> w <e2>nanotechnologię</e2>.
Other,Other,,,The <e1>president</e1> of the <e2>bank</e2> has told us that most of the State banks exist by its forbearance.,"<e1>prezes</e1> <e2>banku</e2> powiedział nam, że większość banków państwowych istnieje dzięki jego wyrozumiałości."
Message,Topic,e1,e2,"The <e1>stories</e1> also explore <e2>cultural norms</e2>, social norms, and other aspects of Vietnamese society.","<e1>historie</e1> omawiają także <e2>normy kulturowe</e2>, normy społeczne i inne aspekty społeczeństwa wietnamskiego."
Entity,Destination,e1,e2,The new <e1>residents</e1> have been moved into their brand new <e2>home</e2>.,Nowi <e1>mieszkańcy</e1> zostali przeniesieni do swojego nowego <e2>domu</e2>.
Message,Topic,e1,e2,The aim of this <e1>paper</e1> is to present a <e2>model</e2> for the determination of the monetary values.,Celem tego <e1>artykułu</e1> jest przedstawienie <e2>modelu</e2> wyznaczania wartości pieniężnych.
Entity,Destination,e1,e2,The President seeks to hand over <e1>power</e1> for AIDS program to <e2>client countries</e2>.,Prezydent dąży do przekazania <e1>władzy</e1> dla programu AIDS <e2>krajom-klientom</e2>.
Other,Other,,,"Last month, <e1>scientists</e1> sliced the <e2>brain</e2> into 2401 paper-thin sections, part of a project to create an open-access digital atlas.",W zeszłym miesiącu <e1>naukowcy</e1> podzielili <e2>mózg</e2> na 2401 sekcji cienkich jak papier w ramach projektu stworzenia ogólnodostępnego atlasu cyfrowego.
Entity,Destination,e1,e2,The white plastic <e1>cup</e1> was put inside a large <e2>cup</e2> and 100 Formosan subterranean termites were released inside the large cup.,Biały plastikowy <e1>kubek</e1> został włożony do dużego <e2>kubka</e2> i do dużego kubka wypuszczono 100 podziemnych termitów z Formozy.
Member,Collection,e2,e1,"There was an ancient-looking small shrine there in the ground, and they found an <e1>earth</e1> of <e2>foxes</e2> under its floor.","W ziemi znajdowała się starożytna mała kapliczka, a pod jej posadzką znaleźli <e1>ziemię</e1> <e2>lisów</e2>."
Instrument,Agency,e2,e1,Real <e1>gamers</e1> use keys neck <e2>ties</e2>.,Prawdziwi <e1>gracze</e1> używają kluczy i <e2>krawatów</e2>.
Message,Topic,e1,e2,"Later in his <e1>speech</e1>, Obama declared his <e2>support</e2> for Iranian nuclear power and opposition to Iranian nuclear weapons.",Później w swoim <e1>przemówieniu</e1> Obama zadeklarował swoje <e2>poparcie</e2> dla irańskiej energii jądrowej i sprzeciw wobec irańskiej broni jądrowej.
Other,Other,,,Chin creates his <e1>work</e1> based on his <e2>life experiences</e2> and observations.,Chin tworzy swoje <e1>dzieło</e1> na podstawie swoich <e2>życiowych doświadczeń</e2> i obserwacji.
Other,Other,,,"These include the tapping of the package, the way one holds their cigarette, the oral gratification, and the easy social <e1>camaraderie</e1> of <e2>smokers</e2> on a break.","Obejmują one stukanie w paczkę, sposób trzymania papierosa, ustną satysfakcję i łatwe <e1>koleżeństwo</e1> <e2>palaczy</e2> w czasie przerwy."
Message,Topic,e1,e2,A number of <e1>questions</e1> had been tabled relating to the <e2>dangers</e2> of the new vaccine.,Zgłoszono wiele <e1>pytań</e1> odnoszących się do <e2>niebezpieczeństw</e2> związanych z nową szczepionką.
Content,Container,e1,e2,The <e1>jewelry</e1> was in a <e2>cabinet</e2> in the same room.,<e1>Biżuteria</e1> znajdowała się w <e2>gabinecie</e2> w tym samym pomieszczeniu.
Other,Other,,,This <e1>meeting</e1> of devoted <e2>friends</e2> and lovers served as the foundation of the NAMES Project AIDS Memorial Quilt.,To <e1>spotkanie</e1> oddanych <e2>przyjaciół</e2> i kochanków posłużyło jako fundament projektu NAMES Memorial Quilt AIDS.
Product,Producer,e2,e1,A <e1>spider</e1> <e2>bite</e2> is an injury resulting from a spider's forced interaction with other than prey organisms that can lead to medically significant complications.,"<e1>Pająk</e1> <e2>ugryzienie</e2> to uraz spowodowany wymuszoną interakcją pająka z organizmami innymi niż drapieżne, który może prowadzić do poważnych komplikacji medycznych."
Component,Whole,e2,e1,"Usman was made to dig one place for a foot or so, while the <e1>priest</e1> searched the earth with his <e2>fingers</e2>: The charm did not appear.","Usman został zmuszony do wykopania jednego miejsca na około stopę, podczas gdy <e1>kapłan</e1> przeszukiwał ziemię swoimi <e2>palcami</e2>: Zaklęcie się nie pojawiło."
Other,Other,,,Self-organization become apparent in evolution as <e1>self-assemblage</e1> of the gene <e2>networks</e2> and cascades.,Samoorganizacja staje się widoczna w ewolucji jako <e1>samoorganizacja</e1> <e2>sieci</e2> i kaskad genów.
Cause,Effect,e1,e2,"Many different bacteria, <e1>protozoa</e1> and viruses cause food <e2>poisoning</e2>, but most cases are the result of just a few species of bacteria.","Wiele różnych bakterii, <e1>pierwotniaków</e1> i wirusów powoduje <e2>zatrucie pokarmowe</e2>, ale większość przypadków jest wynikiem zaledwie kilku gatunków bakterii."
Other,Other,,,The boy learned how to protect the socket for making a picture <e1>light switch</e1> <e2>cover</e2> in this free home decorating video.,"Chłopiec nauczył się, jak chronić gniazdko przed zrobieniem <e1>włącznika światła</e1> <e2>osłony</e2> w tym bezpłatnym filmie o dekorowaniu domu."
Message,Topic,e1,e2,It was a <e1>dispute</e1> discussing the <e2>question</e2> whether the language of the Greek people (Dimotiki) or a cultivated imitation of Ancient Greek (Katharevousa) should be the official language of the Greek nation.,"Był <e1>spór</e1> dotyczący <e2>kwestii</e2>, czy język ludu greckiego (Dimotiki) czy też kultywowana imitacja starożytnej greki (Katharevousa) powinien być oficjalnym językiem narodu greckiego ."
Content,Container,e2,e1,The <e1>database</e1>'s contents comprise more than 150000 <e2>images</e2> covering the early 1970s to 1994.,Zawartość <e1>bazy danych</e1> obejmuje ponad 150000 <e2>zdjęć</e2> obejmujących od początku lat 70. do 1994 r.
Message,Topic,e1,e2,He also released a similar <e1>document</e1> investigating <e2>violence</e2> against women.,Opublikował także podobny <e1>dokument</e1> dotyczący <e2>przemocy</e2> wobec kobiet.
Other,Other,,,The concepts of <e1>psychoanalysis</e1> have been applied to <e2>films</e2> in various ways.,Koncepcje <e1>psychoanalizy</e1> zostały zastosowane do <e2>filmów</e2> na różne sposoby.
Cause,Effect,e2,e1,One sad (excuse the pun) consequence is that a winter of suffering from SAD adds to the <e1>weight gain</e1> caused by the <e2>antidepressants</e2>.,"Jedną ze smutnych (wybacz kalambur) konsekwencji jest to, że zima cierpienia na SAD zwiększa <e1>przyrost masy ciała</e1> spowodowany przez <e2>leki przeciwdepresyjne</e2>."
Component,Whole,e2,e1,The <e1>fortress</e1> has 6 <e2>bastions</e2> and 4 gates.,<e1>Twierdza</e1> ma 6 <e2>bastionów</e2> i 4 bramy.
Product,Producer,e2,e1,"Ward Cunningham, the <e1>developer</e1> of the first wiki <e2>software</e2>, WikiWikiWeb, originally described it as ""the simplest online database that could possibly work.""","Ward Cunningham, <e1>twórca</e1> pierwszego <e2>oprogramowania</e2> wiki, WikiWikiWeb, pierwotnie opisał je jako „najprostszą internetową bazę danych, która mogłaby działać”."
Message,Topic,e2,e1,The <e1>organization</e1> has also been the subject of much <e2>conspiracy parody</e2>.,<e1>organizacja</e1> była również przedmiotem wielu <e2>parodii spiskowych</e2>.
Other,Other,,,The poor management pushed the <e1>workers</e1> into <e2>depression</e2>.,Kiepskie kierownictwo wepchnęło <e1>pracowników</e1> w <e2>depresję</e2>.
Product,Producer,e1,e2,"<e1>Stings</e1> or bites are caused by midges, horseflies, bees, <e2>wasps</e2>, ants, some spiders, fleas, lice, etc.","<e1>Użądlenia</e1> lub ukąszenia są powodowane przez muszki, gzy, pszczoły, <e2>osy</e2>, mrówki, niektóre pająki, pchły, wszy itp."
Entity,Origin,e1,e2,"<e1>Conscripts</e1> on Spanish <e2>galleons</e2> escaped by jumping ship in New Orleans and in Acapulco, Mexico.",<e1>Poborowi</e1> na hiszpańskich <e2>galeonach</e2> uciekli skacząc ze statku w Nowym Orleanie i Acapulco w Meksyku.
Component,Whole,e2,e1,"In the shoulder joint, the humerus (upper arm bone) fits into the socket of the <e1>shoulder</e1> <e2>blade</e2>.",W stawie barkowym kość ramienna (kość ramienia) pasuje do gniazda <e1>barku</e1> <e2>ostrza</e2>.
Member,Collection,e2,e1,The beach was empty except for a <e1>charm</e1> of yellow <e2>finches</e2>.,"Plaża była pusta, z wyjątkiem <e1>uroku</e1> żółtych <e2>zięb</e2>."
Content,Container,e1,e2,The ovarian <e1>tumour</e1> was put inside a plastic <e2>bag</e2> before retrieval.,<e1>Guz</e1> jajnika został umieszczony w plastikowej <e2>torbie</e2> przed pobraniem.
Message,Topic,e1,e2,A Stormont <e1>meeting</e1> on <e2>jobs</e2> with a delegation from the north west was 'constructive'.,<e1>Spotkanie</e1> w Stormont na temat <e2>prac</e2> z delegacją z północnego zachodu było „konstruktywne”.
Instrument,Agency,e1,e2,"Of the three <e1>institutions</e1> using a <e2>thesaurus</e2> as a tool for managing indexing vocabulary, one stated that the material covered was of a general nature.","Spośród trzech <e1>instytucji</e1> korzystających z <e2>tezaurusa</e2> jako narzędzia do zarządzania słownikiem indeksowania, jedna stwierdziła, że ​​omawiany materiał miał charakter ogólny."
Member,Collection,e1,e2,Every <e1>municipality</e1> in Ontario is a member of the <e2>corporation</e2>.,Każda <e1>gmina</e1> w Ontario jest członkiem <e2>korporacji</e2>.
Other,Other,,,<e1>Pilgrimage</e1> to Mecca is a basic <e2>tenet</e2> of Islam.,<e1>Pielgrzymka</e1> do Mekki to podstawowa <e2>zasada</e2> islamu.
Component,Whole,e2,e1,"The <e1>unit</e1> consists of a mobile launcher, an <e2>interceptor</e2> and a command and control battle management and communication (C2BMC) system.","<e1>jednostka</e1> składa się z mobilnej wyrzutni, <e2>przechwytywacza</e2> oraz systemu dowodzenia i kierowania bitwą oraz komunikacji (C2BMC)."
Instrument,Agency,e2,e1,"The <e1>reciter</e1> stirs the water with a double-edged <e2>sword</e2>, a Khanda, which he holds in his right hand.","<e1>recytator</e1> miesza wodę obosiecznym <e2>mieczem</e2>, Khandą, który trzyma w prawej ręce."
Cause,Effect,e2,e1,"The structural <e1>deficit</e1> has been caused by the series of <e2>tax cuts</e2>, not the recession or defense needs.","Strukturalny <e1>deficyt</e1> został spowodowany serią <e2>obniżek podatkowych</e2>, a nie recesją czy potrzebami obronnymi."
Other,Other,,,The <e1>hypermenorrhea</e1> was made worse by <e2>treatment</e2>.,<e1>hipermenorrhea</e1> pogorszyło się po <e2>leczeniu</e2>.
Other,Other,,,"After facing the hopelessness of the future, the <e1>poet</e1> sank into <e2>despair</e2>.",Po zmierzeniu się z beznadziejnością przyszłości <e1>poeta</e1> pogrążył się w <e2>rozpaczy</e2>.
Instrument,Agency,e2,e1,The <e1>perpetrator</e1> killed the victim with a <e2>gun</e2>.,<e1>sprawca</e1> zabił ofiarę <e2>pistoletem</e2>.
Member,Collection,e2,e1,He has arranged a new <e1>brigade</e1> of Irish <e2>volunteers</e2>.,Zorganizował nową <e1>brygadę</e1> irlandzkich <e2>ochotników</e2>.
Other,Other,,,The final <e1>rules</e1> are under <e2>consideration</e2> and are expected by June 30.,Ostateczne <e1>zasady</e1> są <e2>rozważane</e2> i są oczekiwane do 30 czerwca.
Component,Whole,e2,e1,"I remembered about a <e1>string</e1> of rosary <e2>beads</e2> my mother purchase for me from a young priest and I pulled them out of the nightstand, (where they had been for about 15 years).","Przypomniałem sobie <e1>sznur</e1> <e2>koralików</e2> różańca, które mama kupiła mi od młodego księdza i wyciągnąłem je z szafki nocnej (gdzie byli przez około 15 lat) ."
